year,boro,uhf,sex,risk,hivdx,concurrent,linked30d,linked60d,linked3m,linked12m,newdx_ret,vls_6m,VLS_12m,AIDS_12m,AIDS_24m,Med_CD4,hivdx_rate,AIDSdx,PLWDHI,incare,Ret,VLtest,VLS,PLWDHI_rate,Deaths,Death_rate
2004sep,Queens,All,Male,Men who have sex with men (MSM),236,.,.,.,.,.,.,.,.,.,.,.,.,173,.,.,.,.,.,.,37,12
2004sep,Queens,All,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,14
2004sep,Queens,All,Male,Unknown,139,.,.,.,.,.,.,.,.,.,.,.,.,134,.,.,.,.,.,.,56,29
2004sep,Queens,Bayside - Little Neck,All,All,7,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,2,17.9
2004sep,Queens,Bayside - Little Neck,Female,All,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Female,Heterosexual,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Female,Unknown,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Male,All,6,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,2,22
2004sep,Queens,Bayside - Little Neck,Male,Heterosexual,1,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Male,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Male,Men who have sex with men (MSM),2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,1,33.6
2004sep,Queens,Bayside - Little Neck,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Bayside - Little Neck,Male,Unknown,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,21.2
2004sep,Queens,Flushing - Clearview,All,All,23,.,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,.,.,.,13,17.8
2004sep,Queens,Flushing - Clearview,Female,All,5,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5,32.3
2004sep,Queens,Flushing - Clearview,Female,Heterosexual,3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,0,0
2004sep,Queens,Flushing - Clearview,Female,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,5,224.9
2004sep,Queens,Flushing - Clearview,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Flushing - Clearview,Female,Unknown,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Queens,Flushing - Clearview,Male,All,18,.,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,.,.,8,9.8
2004sep,Queens,Flushing - Clearview,Male,Heterosexual,3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2,16.5
2004sep,Queens,Flushing - Clearview,Male,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,3,17
2004sep,Queens,Flushing - Clearview,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Flushing - Clearview,Male,Men who have sex with men (MSM),12,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,2,4.4
2004sep,Queens,Flushing - Clearview,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Flushing - Clearview,Male,Unknown,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,1,12.4
2004sep,Queens,Fresh Meadows,All,All,14,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,7,25.6
2004sep,Queens,Fresh Meadows,Female,All,6,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,3,57.1
2004sep,Queens,Fresh Meadows,Female,Heterosexual,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Queens,Fresh Meadows,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,20.7
2004sep,Queens,Fresh Meadows,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Fresh Meadows,Female,Unknown,6,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,2,110.9
2004sep,Queens,Fresh Meadows,Male,All,8,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,4,13
2004sep,Queens,Fresh Meadows,Male,Heterosexual,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Fresh Meadows,Male,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,3,46.3
2004sep,Queens,Fresh Meadows,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Fresh Meadows,Male,Men who have sex with men (MSM),4,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Fresh Meadows,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Fresh Meadows,Male,Unknown,4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,1,9.3
2004sep,Queens,Jamaica,All,All,145,.,.,.,.,.,.,.,.,.,.,.,.,145,.,.,.,.,.,.,68,30.5
2004sep,Queens,Jamaica,Female,All,67,.,.,.,.,.,.,.,.,.,.,.,.,56,.,.,.,.,.,.,20,24.4
2004sep,Queens,Jamaica,Female,Heterosexual,34,.,.,.,.,.,.,.,.,.,.,.,.,23,.,.,.,.,.,.,6,5.8
2004sep,Queens,Jamaica,Female,Injection drug use history (IDU),6,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,5,31.7
2004sep,Queens,Jamaica,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Jamaica,Female,Unknown,27,.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,.,.,.,8,42.2
2004sep,Queens,Jamaica,Male,All,78,.,.,.,.,.,.,.,.,.,.,.,.,89,.,.,.,.,.,.,48,34.5
2004sep,Queens,Jamaica,Male,Heterosexual,9,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,5,12
2004sep,Queens,Jamaica,Male,Injection drug use history (IDU),4,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,13,34.6
2004sep,Queens,Jamaica,Male,MSM-IDU,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,86.1
2004sep,Queens,Jamaica,Male,Men who have sex with men (MSM),26,.,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,.,.,9,14.4
2004sep,Queens,Jamaica,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Jamaica,Male,Unknown,37,.,.,.,.,.,.,.,.,.,.,.,.,36,.,.,.,.,.,.,19,45.5
2004sep,Queens,Long Island City - Astoria,All,All,85,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,.,.,.,30,17.8
2004sep,Queens,Long Island City - Astoria,Female,All,13,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,11,29.6
2004sep,Queens,Long Island City - Astoria,Female,Heterosexual,11,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,5,29.7
2004sep,Queens,Long Island City - Astoria,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,5,30.8
2004sep,Queens,Long Island City - Astoria,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Queens,Long Island City - Astoria,Female,Unknown,2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,1,6.1
2004sep,Queens,Long Island City - Astoria,Male,All,72,.,.,.,.,.,.,.,.,.,.,.,.,57,.,.,.,.,.,.,19,14.2
2004sep,Queens,Long Island City - Astoria,Male,Heterosexual,9,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,0,0
2004sep,Queens,Long Island City - Astoria,Male,Injection drug use history (IDU),4,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,7,28.5
2004sep,Queens,Long Island City - Astoria,Male,MSM-IDU,2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,3,25.8
2004sep,Queens,Long Island City - Astoria,Male,Men who have sex with men (MSM),45,.,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,.,.,.,4,13.2
2004sep,Queens,Long Island City - Astoria,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Long Island City - Astoria,Male,Unknown,12,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,5,13.6
2004sep,Queens,Ridgewood - Forest Hills,All,All,46,.,.,.,.,.,.,.,.,.,.,.,.,40,.,.,.,.,.,.,15,16.4
2004sep,Queens,Ridgewood - Forest Hills,Female,All,9,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,4,8.5
2004sep,Queens,Ridgewood - Forest Hills,Female,Heterosexual,5,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,2,9.3
2004sep,Queens,Ridgewood - Forest Hills,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,2,14.2
2004sep,Queens,Ridgewood - Forest Hills,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Ridgewood - Forest Hills,Female,Unknown,3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,0,0
2004sep,Queens,Ridgewood - Forest Hills,Male,All,37,.,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,.,.,11,19.1
2004sep,Queens,Ridgewood - Forest Hills,Male,Heterosexual,6,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2004sep,Queens,Ridgewood - Forest Hills,Male,Injection drug use history (IDU),3,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,6,48.6
2004sep,Queens,Ridgewood - Forest Hills,Male,MSM-IDU,2,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,12.4
2004sep,Queens,Ridgewood - Forest Hills,Male,Men who have sex with men (MSM),17,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,1,14.3
2004sep,Queens,Ridgewood - Forest Hills,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Ridgewood - Forest Hills,Male,Unknown,9,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,3,18.6
2004sep,Queens,Rockaway,All,All,37,.,.,.,.,.,.,.,.,.,.,.,.,42,.,.,.,.,.,.,21,23.4
2004sep,Queens,Rockaway,Female,All,14,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,11,28.1
2004sep,Queens,Rockaway,Female,Heterosexual,10,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,3,36
2004sep,Queens,Rockaway,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,5,27.6
2004sep,Queens,Rockaway,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Rockaway,Female,Unknown,4,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,3,11.9
2004sep,Queens,Rockaway,Male,All,23,.,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,.,.,.,10,20.7
2004sep,Queens,Rockaway,Male,Heterosexual,3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2004sep,Queens,Rockaway,Male,Injection drug use history (IDU),7,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,6,24.2
2004sep,Queens,Rockaway,Male,MSM-IDU,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,24.9
2004sep,Queens,Rockaway,Male,Men who have sex with men (MSM),8,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,2,47.1
2004sep,Queens,Rockaway,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Rockaway,Male,Unknown,4,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,1,5.3
2004sep,Queens,Southeast Queens,All,All,56,.,.,.,.,.,.,.,.,.,.,.,.,49,.,.,.,.,.,.,28,28.1
2004sep,Queens,Southeast Queens,Female,All,26,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,.,.,.,9,16.9
2004sep,Queens,Southeast Queens,Female,Heterosexual,15,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,3,11.3
2004sep,Queens,Southeast Queens,Female,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,2,20.3
2004sep,Queens,Southeast Queens,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Southeast Queens,Female,Unknown,9,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,4,24
2004sep,Queens,Southeast Queens,Male,All,30,.,.,.,.,.,.,.,.,.,.,.,.,23,.,.,.,.,.,.,19,39.9
2004sep,Queens,Southeast Queens,Male,Heterosexual,6,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,2,40.1
2004sep,Queens,Southeast Queens,Male,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,6,28.4
2004sep,Queens,Southeast Queens,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Southeast Queens,Male,Men who have sex with men (MSM),8,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,2,6
2004sep,Queens,Southeast Queens,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,84
2004sep,Queens,Southeast Queens,Male,Unknown,15,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,7,30.9
2004sep,Queens,Southwest Queens,All,All,57,.,.,.,.,.,.,.,.,.,.,.,.,60,.,.,.,.,.,.,19,17.9
2004sep,Queens,Southwest Queens,Female,All,15,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,1,6.7
2004sep,Queens,Southwest Queens,Female,Heterosexual,6,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,0,0
2004sep,Queens,Southwest Queens,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,0,0
2004sep,Queens,Southwest Queens,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Southwest Queens,Female,Unknown,8,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,1,42
2004sep,Queens,Southwest Queens,Male,All,42,.,.,.,.,.,.,.,.,.,.,.,.,40,.,.,.,.,.,.,18,22.9
2004sep,Queens,Southwest Queens,Male,Heterosexual,3,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,3,20.8
2004sep,Queens,Southwest Queens,Male,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,8,21
2004sep,Queens,Southwest Queens,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,0,0
2004sep,Queens,Southwest Queens,Male,Men who have sex with men (MSM),23,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,3,6.8
2004sep,Queens,Southwest Queens,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,Southwest Queens,Male,Unknown,14,.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,.,4,43.1
2004sep,Queens,West Queens,All,All,190,.,.,.,.,.,.,.,.,.,.,.,.,162,.,.,.,.,.,.,42,13.6
2004sep,Queens,West Queens,Female,All,39,.,.,.,.,.,.,.,.,.,.,.,.,38,.,.,.,.,.,.,6,12.5
2004sep,Queens,West Queens,Female,Heterosexual,27,.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,.,.,2,4.3
2004sep,Queens,West Queens,Female,Injection drug use history (IDU),4,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,4,7.2
2004sep,Queens,West Queens,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,West Queens,Female,Unknown,8,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,0,0
2004sep,Queens,West Queens,Male,All,151,.,.,.,.,.,.,.,.,.,.,.,.,124,.,.,.,.,.,.,36,14.1
2004sep,Queens,West Queens,Male,Heterosexual,14,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,3,5.9
2004sep,Queens,West Queens,Male,Injection drug use history (IDU),10,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,5,14.2
2004sep,Queens,West Queens,Male,MSM-IDU,4,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,1,7.6
2004sep,Queens,West Queens,Male,Men who have sex with men (MSM),86,.,.,.,.,.,.,.,.,.,.,.,.,66,.,.,.,.,.,.,13,10.9
2004sep,Queens,West Queens,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Queens,West Queens,Male,Unknown,37,.,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,.,.,.,14,28.8
2004sep,Staten Island,All,All,All,80,.,.,.,.,.,.,.,.,.,.,.,.,68,.,.,.,.,.,.,56,21.8
2004sep,Staten Island,All,Female,All,35,.,.,.,.,.,.,.,.,.,.,.,.,29,.,.,.,.,.,.,19,27.3
2004sep,Staten Island,All,Female,Heterosexual,16,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,5,8.6
2004sep,Staten Island,All,Female,Injection drug use history (IDU),5,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,4,10.1
2004sep,Staten Island,All,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,86.1
2004sep,Staten Island,All,Female,Unknown,14,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,9,58.5
2004sep,Staten Island,All,Male,All,45,.,.,.,.,.,.,.,.,.,.,.,.,39,.,.,.,.,.,.,37,20.5
2004sep,Staten Island,All,Male,Heterosexual,7,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,3,36.4
2004sep,Staten Island,All,Male,Injection drug use history (IDU),3,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,17,22.6
2004sep,Staten Island,All,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,0,0
2004sep,Staten Island,All,Male,Men who have sex with men (MSM),20,.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,.,6,19.2
2004sep,Staten Island,All,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,All,Male,Unknown,15,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,11,27.9
2004sep,Staten Island,Port Richmond,All,All,18,.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,17,38.9
2004sep,Staten Island,Port Richmond,Female,All,12,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,6,27.2
2004sep,Staten Island,Port Richmond,Female,Heterosexual,5,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,11
2004sep,Staten Island,Port Richmond,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,7.8
2004sep,Staten Island,Port Richmond,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,Port Richmond,Female,Unknown,6,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,3,186.1
2004sep,Staten Island,Port Richmond,Male,All,6,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,11,80.7
2004sep,Staten Island,Port Richmond,Male,Heterosexual,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2,209.4
2004sep,Staten Island,Port Richmond,Male,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,6.9
2004sep,Staten Island,Port Richmond,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,Port Richmond,Male,Men who have sex with men (MSM),3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,3,25
2004sep,Staten Island,Port Richmond,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,Port Richmond,Male,Unknown,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4,61.1
2004sep,Staten Island,South Beach - Tottenville,All,All,13,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,10,39.2
2004sep,Staten Island,South Beach - Tottenville,Female,All,4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,5,24.1
2004sep,Staten Island,South Beach - Tottenville,Female,Heterosexual,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,24.9
2004sep,Staten Island,South Beach - Tottenville,Female,Injection drug use history (IDU),2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Staten Island,South Beach - Tottenville,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,South Beach - Tottenville,Female,Unknown,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4,61.6
2004sep,Staten Island,South Beach - Tottenville,Male,All,9,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,5,49.6
2004sep,Staten Island,South Beach - Tottenville,Male,Heterosexual,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Staten Island,South Beach - Tottenville,Male,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,4,27.1
2004sep,Staten Island,South Beach - Tottenville,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,South Beach - Tottenville,Male,Men who have sex with men (MSM),2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,1,172.2
2004sep,Staten Island,South Beach - Tottenville,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,South Beach - Tottenville,Male,Unknown,5,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,0,0
2004sep,Staten Island,Stapleton - St. George,All,All,40,.,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,.,.,25,17.1
2004sep,Staten Island,Stapleton - St. George,Female,All,15,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,.,.,6,27.2
2004sep,Staten Island,Stapleton - St. George,Female,Heterosexual,8,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,2,4.6
2004sep,Staten Island,Stapleton - St. George,Female,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,2,12.9
2004sep,Staten Island,Stapleton - St. George,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,172.2
2004sep,Staten Island,Stapleton - St. George,Female,Unknown,6,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,1,7.1
2004sep,Staten Island,Stapleton - St. George,Male,All,25,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,.,.,19,14.9
2004sep,Staten Island,Stapleton - St. George,Male,Heterosexual,5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,6.8
2004sep,Staten Island,Stapleton - St. George,Male,Injection drug use history (IDU),1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,9,21.3
2004sep,Staten Island,Stapleton - St. George,Male,MSM-IDU,0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Staten Island,Stapleton - St. George,Male,Men who have sex with men (MSM),13,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,2,3.3
2004sep,Staten Island,Stapleton - St. George,Male,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,Stapleton - St. George,Male,Unknown,6,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,7,36.4
2004sep,Staten Island,Willowbrook,All,All,5,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,3,12.1
2004sep,Staten Island,Willowbrook,Female,All,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,1,7.4
2004sep,Staten Island,Willowbrook,Female,Heterosexual,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
2004sep,Staten Island,Willowbrook,Female,Injection drug use history (IDU),0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,1,37.1
2004sep,Staten Island,Willowbrook,Female,Other,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,0,0
2004sep,Staten Island,Willowbrook,Female,Unknown,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,0,0
